brand, product_name, shipping, price
XPG SPECTRIX D60G RGB Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 GREY,XPG,Free Shipping,79.99
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Memory Kit Model F4-3200C16D-16GIS,G.SKILL,Free Shipping,59.99
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2B3200C16,Corsair,Free Shipping,64.99
XPG GAMMIX D30 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model AX4U300038G16A-DR30,XPG,$5.79 Shipping,54.99
XPG SPECTRIX D41 RGB Desktop Memory: 16GB (2x8GB) DDR4 3600MHz CL18 Tungsten,XPG,Free Shipping,84.99
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C19D-16GVRB,G.SKILL,Free Shipping,69.99
CORSAIR Vengeance RGB Pro (AMD Ryzen Ready) 16GB (2 x 8GB) 288-Pin DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2Z3600C18,Corsair,Free Shipping,89.99
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2D3600C18,Corsair,Free Shipping,71.99
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-32GTZR,G.SKILL,Free Shipping,132.99
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GTZN,G.SKILL,Free Shipping,95.99
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16D-16GTZR,G.SKILL,Free Shipping,82.99
XPG SPECTRIX D50 16GB (2 x 8GB) DDR4 3000 (PC4 24000) CL16 RGB Desktop Memory AX4U300038G16A-DT50,XPG,Free Shipping,74.99
XPG SPECTRIX D41 RGB Desktop Memory: 32GB (2x16GB) DDR4 3000MHz CL16 Tungsten,XPG,Free Shipping,119.99
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZRC,G.SKILL,Free Shipping,179.99
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMW32GX4M2C3200C16,Corsair,Free Shipping,134.99
XPG GAMMIX D30 Desktop Memory: 32GB (2x16GB) DDR4 3000MHz CL16 Red,XPG,Free Shipping,119.99
XPG SPECTRIX D60G RGB Desktop Memory: 16GB (2x8GB) DDR4 3600MHz CL14 GREY,XPG,Free Shipping,169.99
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16W,Corsair,Free Shipping,82.99
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18R,Corsair,Free Shipping,117.99
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GVK,G.SKILL,Free Shipping,60.99
Crucial 4GB 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Memory Model CT51264BD160B,Crucial,Free Shipping,15.99
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMK32GX4M2B3200C16,Corsair,Free Shipping,114.99
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GVRB,G.SKILL,Free Shipping,62.99
XPG GAMMIX D30 Desktop Memory: 16GB (2x8GB) DDR4 3600MHz CL18 Red,XPG,Free Shipping,74.99
XPG SPECTRIX D80 RGB Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Red,XPG,Free Shipping,79.99
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16,Corsair,Free Shipping,85.99
G.SKILL Aegis 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Memory (Desktop Memory) Model F4-3000C16S-8GISB,G.SKILL,$0.99 Shipping,27.99
XPG SPECTRIX D41 RGB Gaming Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Red,XPG,Free Shipping,74.99
XPG SPECTRIX D41 RGB Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Tungsten,XPG,Free Shipping,74.99
Crucial 4GB DDR4 2400 MT/s (PC4-19200) SR x8 DIMM 288-Pin - CT4G4DFS824A,Crucial,Free Shipping,17.75
G.SKILL Ripjaws V Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-64GVK,G.SKILL,Free Shipping,239.99
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model CMW32GX4M2C3200C16W,Corsair,Free Shipping,142.99
Crucial 8GB (2 x 4GB) DDR4 2400MHz DRAM (Desktop Memory) CL17 1.2V SR DIMM (288-pin) CT2K4G4DFS824A,Crucial,Free Shipping,30.99
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMW16GX4M2D3600C18,Corsair,Free Shipping,86.99
Crucial Ballistix 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model BL2K8G32C16U4R,Crucial,Free Shipping,68.58
Crucial 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model CT2KIT25664AA800,Crucial,Free Shipping,11.57
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMW16GX4M2D3600C18W,Corsair,Free Shipping,89.99
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMW32GX4M2D3600C18,Corsair,Free Shipping,149.99
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16Q-64GVK,G.SKILL,Free Shipping,219.99
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Intel XMP 2.0 Desktop Memory Model CMK16GX4M2A2666C16,Corsair,Free Shipping,68.99
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GVR,G.SKILL,Free Shipping,114.99
CORSAIR Vengeance RGB Pro (AMD Ryzen Ready) 32GB (2 x 16GB) 288-Pin DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model CMW32GX4M2Z3600C18,Corsair,Free Shipping,144.99
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9D-16GXM,G.SKILL,Free Shipping,69.49
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZN,G.SKILL,Free Shipping,144.99
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-32GTZR,G.SKILL,Free Shipping,154.99
Crucial 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CT2KIT102464BA160B,Crucial,Free Shipping,55.81
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GVGB,G.SKILL,Free Shipping,64.99
XPG Z1 Gaming Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Gold,XPG,Free Shipping,59.99
OLOy WarHawk RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model ND4U1636181DCWDX,OLOy,Free Shipping,125.99
Crucial 8GB (1 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL17 1.2V SR DIMM (288-pin) CT8G4DFS824A,Crucial,Free Shipping,29.53
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model CMK16GX4M2A2133C13,Corsair,Free Shipping,64.99
G.SKILL Value 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C11S-8GNT,G.SKILL,Free Shipping,34.49
Crucial Ballistix 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model BL2K8G36C16U4R,Crucial,Free Shipping,74.98
G.SKILL TridentZ RGB Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model F4-3600C18D-64GTZR,G.SKILL,Free Shipping,269.99
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL10D-16GBXL,G.SKILL,Free Shipping,69.99
G.SKILL Sniper Gaming Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9D-16GSR,G.SKILL,Free Shipping,72.49
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTZN,G.SKILL,Free Shipping,134.99
G.SKILL Sniper Series 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9S-8GSR,G.SKILL,Free Shipping,37.49
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GTZNC,G.SKILL,Free Shipping,229.99
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZN,G.SKILL,Free Shipping,158.99
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model F3-10666CL9D-16GBXL,G.SKILL,Free Shipping,70.49
CORSAIR Vengeance RGB Pro (AMD Ryzen Ready) 16GB (2 x 8GB) 288-Pin DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2Z3200C16,Corsair,Free Shipping,92.99
G.SKILL Ripjaws V Series 32GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model F4-3200C16S-32GVK,G.SKILL,Free Shipping,114.99
G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-8GXL,G.SKILL,Free Shipping,51.29
G.SKILL Ripjaws X Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9S-4GBXL,G.SKILL,Free Shipping,21.49
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-14900CL10D-16GBXL,G.SKILL,Free Shipping,78.49
G.SKILL 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model F2-6400CL5D-4GBNT,G.SKILL,Free Shipping,18.29
CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M2A1600C9,Corsair,Free Shipping,39.99
CORSAIR Vengeance 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ16GX3M2A1600C9,Corsair,Free Shipping,76.99
CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M2A1600C9B,Corsair,Free Shipping,39.99
G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBXL,G.SKILL,Free Shipping,41.29
G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model F3-10666CL9D-8GBRL,G.SKILL,Free Shipping,42.99
G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBRL,G.SKILL,Free Shipping,45.99
G.SKILL Ripjaws X Series 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9Q-32GXM,G.SKILL,Free Shipping,145.29
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) AMD X399 Compatible Desktop Memory Model CMK32GX4M4B3200C16,Corsair,Free Shipping,142.99
CORSAIR Vengeance LP 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Low Profile Desktop Memory Model CML8GX3M2A1600C9,Corsair,Free Shipping,39.99
Team T-FORCE VULCAN Z 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD48G3000HC16C01,Team Group,$0.99 Shipping,28.99
CORSAIR Vengeance 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ16GX3M2A1600C10B,Corsair,Free Shipping,68.99
CORSAIR Vengeance LP 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML8GX3M1A1600C9,Corsair,$0.99 Shipping,36.99
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK32GX4M2B3200C16R,Corsair,Free Shipping,129.99
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M4B3200C16,Corsair,Free Shipping,269.99
CORSAIR Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M1A1600C10,Corsair,Free Shipping,36.99
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model TLZRD416G3000HC16CDC01,Team Group,$3.99 Shipping,54.99
Team T-FORCE VULCAN Z 16GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD416G3000HC16C01,Team Group,Free Shipping,52.99
Team T-FORCE VULCAN Z 8GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZRD48G3200HC16C01,Team Group,$0.99 Shipping,29.99
Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD464G3000HC16CDC01,Team Group,Free Shipping,199.99
Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD464G3000HC16CDC01,Team Group,Free Shipping,199.99
Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model TLZGD464G3200HC16CDC01,Team Group,Free Shipping,199.99
CORSAIR Vengeance LP 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML16GX3M2A1600C9,Corsair,Free Shipping,66.99
CORSAIR Vengeance 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ16GX3M2A1600C10,Corsair,Free Shipping,66.99
Team T-FORCE VULCAN Z 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model TLZGD48G3000HC16C01,Team Group,$0.99 Shipping,29.99
Team T-FORCE VULCAN Z 8GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model TLZGD48G3200HC16C01,Team Group,Free Shipping,29.99
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD432G3200HC16CDC01,Team Group,Free Shipping,102.96
